title,author,url
"Spicilegium turonense. Catalogue de livres [no.15] variés écrits par des hommes célèbres nés, mor...",Librairie Dechaud,www.abebooks.com/servlet/BookDetailsPL?bi=32110988292&cm_sp=collections-_-6eMQLoXlUy3fx2EJrrI92h_item_1_38-_-bdp
"Histoire Géographie Histoire Des Arts, Cm1 Cycle 3",Chapier-Legal Geneviève,www.abebooks.com/servlet/BookDetailsPL?bi=31815615498&cm_sp=collections-_-6eMQLoXlUy3fx2EJrrI92h_item_1_39-_-bdp
Reinforced Concrete Design Handbook,Committee 317,www.abebooks.com/servlet/BookDetailsPL?bi=31547652085&cm_sp=collections-_-6eMQLoXlUy3fx2EJrrI92h_item_1_40-_-bdp
Best American Essays 2009,"Oliver, Mary; Atwan, Robert",www.abebooks.com/servlet/BookDetailsPL?bi=31542784770&cm_sp=collections-_-6eMQLoXlUy3fx2EJrrI92h_item_1_41-_-bdp
Conquering Carpal Tunnel Syndrome: And Other Repetitive Strain Injuries A Self-Care Program,"Butler, Sharon J.",www.abebooks.com/servlet/BookDetailsPL?bi=31543449408&cm_sp=collections-_-6eMQLoXlUy3fx2EJrrI92h_item_1_42-_-bdp
Transition Curves for Highways,"Barnett, Joseph",www.abebooks.com/servlet/BookDetailsPL?bi=31547649355&cm_sp=collections-_-6eMQLoXlUy3fx2EJrrI92h_item_1_43-_-bdp
How to Make a Telescope ( Second English Edition),Jean Texereau,www.abebooks.com/servlet/BookDetailsPL?bi=32378433453&cm_sp=collections-_-6eMQLoXlUy3fx2EJrrI92h_item_1_44-_-bdp
Dictionary of Symbols,"Cirlot, J.E.",www.abebooks.com/servlet/BookDetailsPL?bi=31543450233&cm_sp=collections-_-6eMQLoXlUy3fx2EJrrI92h_item_1_45-_-bdp
L'obsession Du Service Client - Les Secrets D'une Start-Up Qui A Tout Misé Sur L'expérience Client,"Lefèvre, Jonathan",www.abebooks.com/servlet/BookDetailsPL?bi=32090436792&cm_sp=collections-_-6eMQLoXlUy3fx2EJrrI92h_item_1_46-_-bdp
Thrust Generation by Charged Particle Neutral Gas Interaction,Edward Alfred Christenson,www.abebooks.com/servlet/BookDetailsPL?bi=31540308590&cm_sp=collections-_-6eMQLoXlUy3fx2EJrrI92h_item_1_47-_-bdp
"Old Farmer's Almanac, 2013",Old Farmer's Almanac,www.abebooks.com/servlet/BookDetailsPL?bi=31544741568&cm_sp=collections-_-6eMQLoXlUy3fx2EJrrI92h_item_1_48-_-bdp
Childhood and Society,Erik H. Erikson,www.abebooks.com/servlet/BookDetailsPL?bi=31543454045&cm_sp=collections-_-6eMQLoXlUy3fx2EJrrI92h_item_1_49-_-bdp
Reviving Ophelia: Saving the Selves of Adolescent Girls,"Pipher, Mary",www.abebooks.com/servlet/BookDetailsPL?bi=31547652083&cm_sp=collections-_-6eMQLoXlUy3fx2EJrrI92h_item_1_50-_-bdp
"Aeronautics: An Authoritative Work Dealing with the Theory and Practice of Flying, Vol.6, Issue 3...",,www.abebooks.com/servlet/BookDetailsPL?bi=31540315094&cm_sp=collections-_-6eMQLoXlUy3fx2EJrrI92h_item_1_51-_-bdp
Handbook of Drainage and Construction Products,,www.abebooks.com/servlet/BookDetailsPL?bi=31544218063&cm_sp=collections-_-6eMQLoXlUy3fx2EJrrI92h_item_1_52-_-bdp
"Canon, The: A Whirligig Tour of the Beautiful Basics of Science","Angier, Natalie",www.abebooks.com/servlet/BookDetailsPL?bi=31543455955&cm_sp=collections-_-6eMQLoXlUy3fx2EJrrI92h_item_1_53-_-bdp
French Pocket Dictionary: French-English/Anglais-Francais (Berlitz Pocket Dictionary),Berlitz Publishing,www.abebooks.com/servlet/BookDetailsPL?bi=31544211646&cm_sp=collections-_-6eMQLoXlUy3fx2EJrrI92h_item_1_54-_-bdp
Educated Child: A Parent's Guide from Preschool Through Eighth Grade,"Bennett, William J., Chester E. Finn, Jr., John T. E. Cri...",www.abebooks.com/servlet/BookDetailsPL?bi=31543451124&cm_sp=collections-_-6eMQLoXlUy3fx2EJrrI92h_item_1_55-_-bdp
"Conjugaison - 350 Exercices, 1 000 Verbes À Conjuguer","Bady, Greaves, Petetin",www.abebooks.com/servlet/BookDetailsPL?bi=31780737623&cm_sp=collections-_-6eMQLoXlUy3fx2EJrrI92h_item_1_56-_-bdp
Design as a Catalyst for Learning,"Davis, Meredith; Hawley, Peter; Spilka, Gertrude",www.abebooks.com/servlet/BookDetailsPL?bi=31543448445&cm_sp=collections-_-6eMQLoXlUy3fx2EJrrI92h_item_1_57-_-bdp
Dictionary of 501 French Verbs,"Kendris, Christopher",www.abebooks.com/servlet/BookDetailsPL?bi=31540318185&cm_sp=collections-_-6eMQLoXlUy3fx2EJrrI92h_item_1_58-_-bdp
America Revised: History Schoolbooks in the Twentieth Century,"Fitzgerald, Frances",www.abebooks.com/servlet/BookDetailsPL?bi=31542790445&cm_sp=collections-_-6eMQLoXlUy3fx2EJrrI92h_item_1_59-_-bdp
Innumeracy: Mathematical Illiteracy and Its Consequences,"Paulos, John Allen",www.abebooks.com/servlet/BookDetailsPL?bi=31540302721&cm_sp=collections-_-6eMQLoXlUy3fx2EJrrI92h_item_1_60-_-bdp
"Picturesque Palestine, Sinai and Egypt","Colonel Wilson, Illustrator Harry Fenn, Illustrator J.D. ...",www.abebooks.com/servlet/BookDetailsPL?bi=32218944415&cm_sp=collections-_-2IKWzfxmNFR4BiIVBU5eEQ_item_1_1-_-bdp
Rock Paintings of Aboriginal Australia,"Elaine Godden,Jutta Malnic",www.abebooks.com/servlet/BookDetailsPL?bi=31640253469&cm_sp=collections-_-2IKWzfxmNFR4BiIVBU5eEQ_item_1_2-_-bdp
"The Ghost Map: The Story of London's Most Terrifying Epidemic--and How It Changed Science, Cities...",Steven Johnson,www.abebooks.com/servlet/BookDetailsPL?bi=32409776155&cm_sp=collections-_-2IKWzfxmNFR4BiIVBU5eEQ_item_1_3-_-bdp
"King Leopold's Ghost: A Story of Greed, Terror, and Heroism in Colonial Africa",Adam Hochschild,www.abebooks.com/servlet/BookDetailsPL?bi=32007536002&cm_sp=collections-_-2IKWzfxmNFR4BiIVBU5eEQ_item_1_4-_-bdp
Napoleon: A Life,Andrew Roberts,www.abebooks.com/servlet/BookDetailsPL?bi=32357473454&cm_sp=collections-_-2IKWzfxmNFR4BiIVBU5eEQ_item_1_5-_-bdp
"Red Notice: A True Story of High Finance, Murder, and One Man's Fight for Justice",Bill Browder,www.abebooks.com/servlet/BookDetailsPL?bi=31640274070&cm_sp=collections-_-2IKWzfxmNFR4BiIVBU5eEQ_item_1_6-_-bdp
"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity",Katherine Boo,www.abebooks.com/servlet/BookDetailsPL?bi=31640243875&cm_sp=collections-_-2IKWzfxmNFR4BiIVBU5eEQ_item_1_7-_-bdp
"Gulag Archipelago, 1918-1956: An Experiment in Literary Investigation",Aleksandr Isaevich Solzhenitsyn,www.abebooks.com/servlet/BookDetailsPL?bi=32264558388&cm_sp=collections-_-2IKWzfxmNFR4BiIVBU5eEQ_item_1_8-_-bdp
Long Way Gone: Memoirs of a Boy Soldier,Ishmael Beah,www.abebooks.com/servlet/BookDetailsPL?bi=32007537214&cm_sp=collections-_-2IKWzfxmNFR4BiIVBU5eEQ_item_1_9-_-bdp
Labyrinth,Tim Robinson,www.abebooks.com/servlet/BookDetailsPL?bi=32196254244&cm_sp=collections-_-2IKWzfxmNFR4BiIVBU5eEQ_item_1_10-_-bdp
The City of Falling Angels,John Berendt,www.abebooks.com/servlet/BookDetailsPL?bi=31640251985&cm_sp=collections-_-2IKWzfxmNFR4BiIVBU5eEQ_item_1_11-_-bdp
Left to Tell: Discovering God Amidst the Rwandan Holocaust,ImmaculÃ e Ilibagiza,www.abebooks.com/servlet/BookDetailsPL?bi=31939009464&cm_sp=collections-_-2IKWzfxmNFR4BiIVBU5eEQ_item_1_12-_-bdp
Peter the Great,Robert K Massie,www.abebooks.com/servlet/BookDetailsPL?bi=32009450145&cm_sp=collections-_-2IKWzfxmNFR4BiIVBU5eEQ_item_1_13-_-bdp
"The Sermons of Henry King (1592-1669), Bishop of Chichester",Henry King Bp.,www.abebooks.com/servlet/BookDetailsPL?bi=31640254517&cm_sp=collections-_-2IKWzfxmNFR4BiIVBU5eEQ_item_1_14-_-bdp
Robben Island and Prisoner Resistance to Apartheid,Fran Lisa Buntman,www.abebooks.com/servlet/BookDetailsPL?bi=31640266013&cm_sp=collections-_-2IKWzfxmNFR4BiIVBU5eEQ_item_1_15-_-bdp
The Return to Camelot: Chivalry and the English Gentleman,Mr. Mark Girouard,www.abebooks.com/servlet/BookDetailsPL?bi=31640256799&cm_sp=collections-_-2IKWzfxmNFR4BiIVBU5eEQ_item_1_16-_-bdp
Going to the Wars: The Experience of the British Civil Wars 1638-1651 (UK),Charles Carlton,www.abebooks.com/servlet/BookDetailsPL?bi=32274483586&cm_sp=collections-_-2IKWzfxmNFR4BiIVBU5eEQ_item_1_17-_-bdp
Churchill: A Biography,Roy Jenkins,www.abebooks.com/servlet/BookDetailsPL?bi=32377552256&cm_sp=collections-_-2IKWzfxmNFR4BiIVBU5eEQ_item_1_18-_-bdp
Faith and Treason,Antonia Fraser,www.abebooks.com/servlet/BookDetailsPL?bi=32197706082&cm_sp=collections-_-2IKWzfxmNFR4BiIVBU5eEQ_item_1_19-_-bdp
Toronto Remembered: A Celebration of the City,William Kilbourn,www.abebooks.com/servlet/BookDetailsPL?bi=31640254837&cm_sp=collections-_-2IKWzfxmNFR4BiIVBU5eEQ_item_1_20-_-bdp
"A History of Britain, Vol. 2: The Wars of the British, 1603-1776",Simon Schama,www.abebooks.com/servlet/BookDetailsPL?bi=31700220722&cm_sp=collections-_-2IKWzfxmNFR4BiIVBU5eEQ_item_1_21-_-bdp
Birthright: The True Story that Inspired,A. Roger Ekirch,www.abebooks.com/servlet/BookDetailsPL?bi=31640246733&cm_sp=collections-_-2IKWzfxmNFR4BiIVBU5eEQ_item_1_22-_-bdp
The Story of the Irish Race,Seumas MacManus,www.abebooks.com/servlet/BookDetailsPL?bi=32374185387&cm_sp=collections-_-2IKWzfxmNFR4BiIVBU5eEQ_item_1_23-_-bdp
Illustrated Pepys: Extracts from the Diary,Samuel Pepys,www.abebooks.com/servlet/BookDetailsPL?bi=32335541054&cm_sp=collections-_-2IKWzfxmNFR4BiIVBU5eEQ_item_1_24-_-bdp
Inevitable Revolutions: The United States in Central America,Walter LaFeber,www.abebooks.com/servlet/BookDetailsPL?bi=32250471254&cm_sp=collections-_-2IKWzfxmNFR4BiIVBU5eEQ_item_1_25-_-bdp
The Mummies of Urumchi,Elizabeth Wayland Barber,www.abebooks.com/servlet/BookDetailsPL?bi=31640270781&cm_sp=collections-_-2IKWzfxmNFR4BiIVBU5eEQ_item_1_26-_-bdp
Revolution at the Gates: Selected Writings of Lenin from 1917,"Vladimir Ilich Lenin,F I Lenin",www.abebooks.com/servlet/BookDetailsPL?bi=32158514003&cm_sp=collections-_-2IKWzfxmNFR4BiIVBU5eEQ_item_1_27-_-bdp
The Fishing Fleet: Husband-Hunting in the Raj,Anne de Courcy,www.abebooks.com/servlet/BookDetailsPL?bi=31640264196&cm_sp=collections-_-2IKWzfxmNFR4BiIVBU5eEQ_item_1_28-_-bdp
One Day in Ireland,"Bantam Doubleday Dell,Irish Cancer Society",www.abebooks.com/servlet/BookDetailsPL?bi=32352688098&cm_sp=collections-_-2IKWzfxmNFR4BiIVBU5eEQ_item_1_29-_-bdp
The Ghost Map.,Steven. Johnson,www.abebooks.com/servlet/BookDetailsPL?bi=32348040214&cm_sp=collections-_-2IKWzfxmNFR4BiIVBU5eEQ_item_1_30-_-bdp
Perestroika,Mikhail Gorbachev,www.abebooks.com/servlet/BookDetailsPL?bi=32253680585&cm_sp=collections-_-2IKWzfxmNFR4BiIVBU5eEQ_item_1_31-_-bdp
"Seize the Fire: Heroism, Duty, and the Battle of Trafalgar",Adam Nicolson,www.abebooks.com/servlet/BookDetailsPL?bi=31640249094&cm_sp=collections-_-2IKWzfxmNFR4BiIVBU5eEQ_item_1_32-_-bdp
"King and the Gentleman: Charles Stuart and Oliver Cromwell, 1599-1649 (Us)",Derek Wilson,www.abebooks.com/servlet/BookDetailsPL?bi=32274057251&cm_sp=collections-_-2IKWzfxmNFR4BiIVBU5eEQ_item_1_33-_-bdp
Celtic Women in Music,Mairead Sullivan,www.abebooks.com/servlet/BookDetailsPL?bi=32031828380&cm_sp=collections-_-2IKWzfxmNFR4BiIVBU5eEQ_item_1_34-_-bdp
The maharajahs,John Lord,www.abebooks.com/servlet/BookDetailsPL?bi=31995669421&cm_sp=collections-_-2IKWzfxmNFR4BiIVBU5eEQ_item_1_35-_-bdp
Black Londoners,Susan Okokon,www.abebooks.com/servlet/BookDetailsPL?bi=31685707917&cm_sp=collections-_-2IKWzfxmNFR4BiIVBU5eEQ_item_1_36-_-bdp
Hidden War: A Russian Journalist's Account of the Soviet War in Afghanistan,Artyom Borovik,www.abebooks.com/servlet/BookDetailsPL?bi=32208367099&cm_sp=collections-_-2IKWzfxmNFR4BiIVBU5eEQ_item_1_37-_-bdp
Timeless India,Ian Westwell,www.abebooks.com/servlet/BookDetailsPL?bi=32126669658&cm_sp=collections-_-2IKWzfxmNFR4BiIVBU5eEQ_item_1_38-_-bdp
London Under: The Secret History Beneath the Streets,Peter Ackroyd,www.abebooks.com/servlet/BookDetailsPL?bi=31640251639&cm_sp=collections-_-2IKWzfxmNFR4BiIVBU5eEQ_item_1_39-_-bdp
"The River Congo: The Discovery, Exploration and Exploitation of the World's Most Dramatic Rivers",Peter Forbath,www.abebooks.com/servlet/BookDetailsPL?bi=31640259508&cm_sp=collections-_-2IKWzfxmNFR4BiIVBU5eEQ_item_1_40-_-bdp
The Diligent: A Voyage Through the Worlds of the Slave Trade,Robert Harms,www.abebooks.com/servlet/BookDetailsPL?bi=31640243817&cm_sp=collections-_-2IKWzfxmNFR4BiIVBU5eEQ_item_1_41-_-bdp
Medici Aesop: Spencer MS 50 from the Spencer Collection of the New York Public Library,Aesop,www.abebooks.com/servlet/BookDetailsPL?bi=32243005043&cm_sp=collections-_-2IKWzfxmNFR4BiIVBU5eEQ_item_1_42-_-bdp
"Paris, Paris: Journey into the City of Light",David Downie,www.abebooks.com/servlet/BookDetailsPL?bi=32223265657&cm_sp=collections-_-2IKWzfxmNFR4BiIVBU5eEQ_item_1_43-_-bdp
Runes of the North,Sigurd F Olson,www.abebooks.com/servlet/BookDetailsPL?bi=32166059936&cm_sp=collections-_-2IKWzfxmNFR4BiIVBU5eEQ_item_1_44-_-bdp
Indian Style,Deldi Von Schaewen,www.abebooks.com/servlet/BookDetailsPL?bi=32135098142&cm_sp=collections-_-2IKWzfxmNFR4BiIVBU5eEQ_item_1_45-_-bdp
A Lifelong Passion: Nicholas and Alexandra: Their Own Story,"Sergei Mironenko,Andrei Maylunas",www.abebooks.com/servlet/BookDetailsPL?bi=31640250208&cm_sp=collections-_-2IKWzfxmNFR4BiIVBU5eEQ_item_1_46-_-bdp
Curse of The Narrows,Laura M. Mac Donald,www.abebooks.com/servlet/BookDetailsPL?bi=31640254922&cm_sp=collections-_-2IKWzfxmNFR4BiIVBU5eEQ_item_1_47-_-bdp
The Great Silence: Britain from the Shadow of the First World War to the Dawn of the Jazz Age,Juliet Nicolson,www.abebooks.com/servlet/BookDetailsPL?bi=31640249395&cm_sp=collections-_-2IKWzfxmNFR4BiIVBU5eEQ_item_1_48-_-bdp
The Life and Death of a Druid Prince: The Story of Lindow Man an Archaeological Sensation,"Anne Ross,Don Robins",www.abebooks.com/servlet/BookDetailsPL?bi=31640249956&cm_sp=collections-_-2IKWzfxmNFR4BiIVBU5eEQ_item_1_49-_-bdp
Famine Ships (American),Edward Laxton,www.abebooks.com/servlet/BookDetailsPL?bi=32344391209&cm_sp=collections-_-2IKWzfxmNFR4BiIVBU5eEQ_item_1_50-_-bdp
Venice: Lion City: The Religion of Empire,Garry Wills,www.abebooks.com/servlet/BookDetailsPL?bi=32263760529&cm_sp=collections-_-2IKWzfxmNFR4BiIVBU5eEQ_item_1_51-_-bdp
Experience of Defeat,Christopher Hill,www.abebooks.com/servlet/BookDetailsPL?bi=32274482551&cm_sp=collections-_-2IKWzfxmNFR4BiIVBU5eEQ_item_1_52-_-bdp
Setting the East Ablaze: Lenins Dream of an Empire in Asia,Peter Hopkirk,www.abebooks.com/servlet/BookDetailsPL?bi=32274482553&cm_sp=collections-_-2IKWzfxmNFR4BiIVBU5eEQ_item_1_53-_-bdp
"Passage Through Armageddon: The Russians in War and Revolution, 1914-1918",W. Bruce Lincoln,www.abebooks.com/servlet/BookDetailsPL?bi=31640275329&cm_sp=collections-_-2IKWzfxmNFR4BiIVBU5eEQ_item_1_54-_-bdp
"That Woman: The Life of Wallis Simpson, Duchess of Windsor",Anne Sebba,www.abebooks.com/servlet/BookDetailsPL?bi=32344380714&cm_sp=collections-_-2IKWzfxmNFR4BiIVBU5eEQ_item_1_55-_-bdp
Napoleon on the Art of War,Napoleon,www.abebooks.com/servlet/BookDetailsPL?bi=32252592464&cm_sp=collections-_-2IKWzfxmNFR4BiIVBU5eEQ_item_1_56-_-bdp
Elizabeth's London: Everyday Life in Elizabethan London,Liza Picard,www.abebooks.com/servlet/BookDetailsPL?bi=32106926580&cm_sp=collections-_-2IKWzfxmNFR4BiIVBU5eEQ_item_1_57-_-bdp
Scotland: A Concise History (Revised),"Fitzroy MacLean,Magnus Linklater",www.abebooks.com/servlet/BookDetailsPL?bi=32066248856&cm_sp=collections-_-2IKWzfxmNFR4BiIVBU5eEQ_item_1_58-_-bdp
The Lady in the Tower: The Fall of Anne Boleyn,Alison Weir,www.abebooks.com/servlet/BookDetailsPL?bi=31852637143&cm_sp=collections-_-2IKWzfxmNFR4BiIVBU5eEQ_item_1_59-_-bdp
Too Much Salt and Pepper: Two Porcupines with Prickly Spines Who Make You Laugh and Think,"Campbell, Sam",www.abebooks.com/servlet/BookDetailsPL?bi=31929051738&cm_sp=collections-_-36WH5sRhHJkeUPsw5cWKMu_item_1_1-_-bdp
Flight Paths: How a Passionate and Quirky Group of Pioneering Scientists Solved the Mystery of Bi...,"Heisman, Rebecca",www.abebooks.com/servlet/BookDetailsPL?bi=32376590211&cm_sp=collections-_-36WH5sRhHJkeUPsw5cWKMu_item_1_2-_-bdp
The Wolverine Way,"Chadwick, Douglas H.",www.abebooks.com/servlet/BookDetailsPL?bi=32325331047&cm_sp=collections-_-36WH5sRhHJkeUPsw5cWKMu_item_1_3-_-bdp
Uncle Whiskers,"Brown, Philip",www.abebooks.com/servlet/BookDetailsPL?bi=31998098017&cm_sp=collections-_-36WH5sRhHJkeUPsw5cWKMu_item_1_4-_-bdp
Little Tyke,"Westbeau, George H.",www.abebooks.com/servlet/BookDetailsPL?bi=30661479503&cm_sp=collections-_-36WH5sRhHJkeUPsw5cWKMu_item_1_5-_-bdp
The Flame Birds,"Allen, Robert Porter",www.abebooks.com/servlet/BookDetailsPL?bi=32009966585&cm_sp=collections-_-36WH5sRhHJkeUPsw5cWKMu_item_1_6-_-bdp
All Creatures Great and Small,"Herriot, James",www.abebooks.com/servlet/BookDetailsPL?bi=32205850811&cm_sp=collections-_-36WH5sRhHJkeUPsw5cWKMu_item_1_7-_-bdp
In My Nature: A Birder's Year At the Montlake Fill,"Sidles, Constance",www.abebooks.com/servlet/BookDetailsPL?bi=31580401921&cm_sp=collections-_-36WH5sRhHJkeUPsw5cWKMu_item_1_8-_-bdp
In My Nature: A Birder's Year At the Montlake Fill,"Sidles, Constance",www.abebooks.com/servlet/BookDetailsPL?bi=22916747766&cm_sp=collections-_-36WH5sRhHJkeUPsw5cWKMu_item_1_9-_-bdp
Gorillas Were My Neighbours,"Merfield, Fred G.; Miller, Harry",www.abebooks.com/servlet/BookDetailsPL?bi=30810369222&cm_sp=collections-_-36WH5sRhHJkeUPsw5cWKMu_item_1_10-_-bdp
The Gordon Setter: History and Character,"Gompertz, G. St. G. M.",www.abebooks.com/servlet/BookDetailsPL?bi=30313947753&cm_sp=collections-_-36WH5sRhHJkeUPsw5cWKMu_item_1_11-_-bdp
The Book of Birds: The First Work Presenting in Full Color All the Major Species of the United St...,"Grosvenor, Gilbert; Wetmore, Alexander",www.abebooks.com/servlet/BookDetailsPL?bi=30853224245&cm_sp=collections-_-36WH5sRhHJkeUPsw5cWKMu_item_1_12-_-bdp
"Cowboy Memories Published in Honor of the Seagoing Cowboys, Air Attendants, and Truckers of HPI A...","Beck, Bill; West, Mel (editors)",www.abebooks.com/servlet/BookDetailsPL?bi=30087745513&cm_sp=collections-_-36WH5sRhHJkeUPsw5cWKMu_item_1_13-_-bdp
"Mexican Birds: First Impressions Based Upon an Ornithological Expedition to Tamaulipas, Nuevo Leo...","Sutton, George Miksch",www.abebooks.com/servlet/BookDetailsPL?bi=32377122820&cm_sp=collections-_-36WH5sRhHJkeUPsw5cWKMu_item_1_14-_-bdp
Bring 'em Back Alive,"Buck, Frank; Anthony, Edward",www.abebooks.com/servlet/BookDetailsPL?bi=31673243625&cm_sp=collections-_-36WH5sRhHJkeUPsw5cWKMu_item_1_15-_-bdp
Cross Country with Horse and Hound,"Peer, Frank Sherman",www.abebooks.com/servlet/BookDetailsPL?bi=31614165306&cm_sp=collections-_-36WH5sRhHJkeUPsw5cWKMu_item_1_16-_-bdp
Drinkers of the Wind,"Raswan, Carl R.",www.abebooks.com/servlet/BookDetailsPL?bi=31897795163&cm_sp=collections-_-36WH5sRhHJkeUPsw5cWKMu_item_1_17-_-bdp
The Raven: A Natural History in Britain and Ireland,"Ratcliffe, Derek",www.abebooks.com/servlet/BookDetailsPL?bi=32331388879&cm_sp=collections-_-36WH5sRhHJkeUPsw5cWKMu_item_1_18-_-bdp
The Birds of British Columbia: (9) Diving Birds and Tube-Nosed Swimmers,"Guiguet, C. J.",www.abebooks.com/servlet/BookDetailsPL?bi=31449206075&cm_sp=collections-_-36WH5sRhHJkeUPsw5cWKMu_item_1_19-_-bdp
Dane Data,"Gardner, Albert B.",www.abebooks.com/servlet/BookDetailsPL?bi=22700528835&cm_sp=collections-_-36WH5sRhHJkeUPsw5cWKMu_item_1_20-_-bdp
Horses and Americans,"Stong, Phil",www.abebooks.com/servlet/BookDetailsPL?bi=31825253798&cm_sp=collections-_-36WH5sRhHJkeUPsw5cWKMu_item_1_21-_-bdp
Mambas and Man-Eaters: A Hunter's Story,"Ionides, C. J. P.",www.abebooks.com/servlet/BookDetailsPL?bi=32259360824&cm_sp=collections-_-36WH5sRhHJkeUPsw5cWKMu_item_1_22-_-bdp
The Fell Terrier,"Plummer, D. Brian",www.abebooks.com/servlet/BookDetailsPL?bi=32145952506&cm_sp=collections-_-36WH5sRhHJkeUPsw5cWKMu_item_1_23-_-bdp
"My Beloved Monster: Masha, the Half-wild Rescue Cat Who Rescued Me","Carr, Caleb",www.abebooks.com/servlet/BookDetailsPL?bi=32399651932&cm_sp=collections-_-36WH5sRhHJkeUPsw5cWKMu_item_1_24-_-bdp
Man-Eaters of Kumaon,"Corbett, Jim",www.abebooks.com/servlet/BookDetailsPL?bi=32406255520&cm_sp=collections-_-36WH5sRhHJkeUPsw5cWKMu_item_1_25-_-bdp
Canine Body Language: A Photographic Guide Interpreting the Native Language of the Domestic Dog,"Aloff, Brenda",www.abebooks.com/servlet/BookDetailsPL?bi=32339924157&cm_sp=collections-_-36WH5sRhHJkeUPsw5cWKMu_item_1_26-_-bdp
The Last Chance Dog and Other True Stories of Holistic Animal Healing,"Kelleher, Donna",www.abebooks.com/servlet/BookDetailsPL?bi=19683503987&cm_sp=collections-_-36WH5sRhHJkeUPsw5cWKMu_item_1_27-_-bdp
The Master of Sunnybank: A Biography of Albert Payson Terhune,"Litvag, Irving",www.abebooks.com/servlet/BookDetailsPL?bi=30820003426&cm_sp=collections-_-36WH5sRhHJkeUPsw5cWKMu_item_1_28-_-bdp
"Behaviour of Wolves, Dogs, and Related Canids","Fox, Michael W.",www.abebooks.com/servlet/BookDetailsPL?bi=31291011591&cm_sp=collections-_-36WH5sRhHJkeUPsw5cWKMu_item_1_29-_-bdp
Belgians From Start to Finish,"Comstock, Sallyann",www.abebooks.com/servlet/BookDetailsPL?bi=32115516439&cm_sp=collections-_-36WH5sRhHJkeUPsw5cWKMu_item_1_30-_-bdp
Dog Heroes: True Stories about Extraordinary Animals Around the World,Tim Jones,www.abebooks.com/servlet/BookDetailsPL?bi=30450473489&cm_sp=collections-_-36WH5sRhHJkeUPsw5cWKMu_item_1_31-_-bdp
Arnie and a House Full of Company,"Corbo, Margarete Sigl; Barras, Diane Marie",www.abebooks.com/servlet/BookDetailsPL?bi=30820878281&cm_sp=collections-_-36WH5sRhHJkeUPsw5cWKMu_item_1_32-_-bdp
The Lord God Made Them All,"Herriot, James",www.abebooks.com/servlet/BookDetailsPL?bi=32216659247&cm_sp=collections-_-36WH5sRhHJkeUPsw5cWKMu_item_1_33-_-bdp
Birding to Change the World: A Memoir,"O'Kane, Trish",www.abebooks.com/servlet/BookDetailsPL?bi=32248747853&cm_sp=collections-_-36WH5sRhHJkeUPsw5cWKMu_item_1_34-_-bdp
"Wolves of the World: Perspectives of Behavior, Ecology and Conservation","Harrington, Fred H.; Paquet, Paul C.",www.abebooks.com/servlet/BookDetailsPL?bi=31595947488&cm_sp=collections-_-36WH5sRhHJkeUPsw5cWKMu_item_1_35-_-bdp
Brother Wolf: A Forgotten Promise,"Brandenburg, Jim",www.abebooks.com/servlet/BookDetailsPL?bi=30185613851&cm_sp=collections-_-36WH5sRhHJkeUPsw5cWKMu_item_1_36-_-bdp
"Of Time and Turtles: Mending the World, Shell by Shattered Shell","Montgomery, Sy",www.abebooks.com/servlet/BookDetailsPL?bi=32398081990&cm_sp=collections-_-36WH5sRhHJkeUPsw5cWKMu_item_1_37-_-bdp
