title,author,url
Say Cheese and Die! (Classic Goosebumps #8) (8),"Stine, R. L.",www.abebooks.com/servlet/BookDetailsPL?bi=32074606628&cm_sp=collections-_-2zSDVYZ3FDkmz2REniOUoF_item_1_11-_-bdp
"Patty and Jo, Detectives","Wright, Elsie",www.abebooks.com/servlet/BookDetailsPL?bi=31087046610&cm_sp=collections-_-2zSDVYZ3FDkmz2REniOUoF_item_1_12-_-bdp
Death and Diamonds (Hardy Boys All New Undercover Brothers #15),"Dixon, Franklin W.",www.abebooks.com/servlet/BookDetailsPL?bi=31994633196&cm_sp=collections-_-2zSDVYZ3FDkmz2REniOUoF_item_1_13-_-bdp
Ella & the Canary Prince,"Cadnum, Michael",www.abebooks.com/servlet/BookDetailsPL?bi=32352636896&cm_sp=collections-_-2zSDVYZ3FDkmz2REniOUoF_item_1_14-_-bdp
Dale of the Mounted: Sub Hunt,"Holliday, Joe",www.abebooks.com/servlet/BookDetailsPL?bi=31087049297&cm_sp=collections-_-2zSDVYZ3FDkmz2REniOUoF_item_1_15-_-bdp
A Monster Calls: Inspired by an idea from Siobhan Dowd,"Ness, Patrick",www.abebooks.com/servlet/BookDetailsPL?bi=31179835182&cm_sp=collections-_-2zSDVYZ3FDkmz2REniOUoF_item_1_16-_-bdp
Burn,Julianna Baggott,www.abebooks.com/servlet/BookDetailsPL?bi=32109974653&cm_sp=collections-_-2zSDVYZ3FDkmz2REniOUoF_item_1_17-_-bdp
"Gregor And The Marks Of Secret (Underland Chronicles, Book 4)","Collins, Suzanne",www.abebooks.com/servlet/BookDetailsPL?bi=32132236549&cm_sp=collections-_-2zSDVYZ3FDkmz2REniOUoF_item_1_18-_-bdp
Cheaper by the dozen,"Gilbreth, Frank B",www.abebooks.com/servlet/BookDetailsPL?bi=32308302611&cm_sp=collections-_-2zSDVYZ3FDkmz2REniOUoF_item_1_19-_-bdp
"The Rich Girl (Fear Street, No. 44)",R. L. Stine,www.abebooks.com/servlet/BookDetailsPL?bi=31339203205&cm_sp=collections-_-2zSDVYZ3FDkmz2REniOUoF_item_1_20-_-bdp
Alice's Adventures in Wonderland and Other Stories,Lewis Carroll; John Tenniel,www.abebooks.com/servlet/BookDetailsPL?bi=31994532030&cm_sp=collections-_-2zSDVYZ3FDkmz2REniOUoF_item_1_21-_-bdp
"A Magical Yearbook: A Cinematic Journey: Imagine, Draw, Create (J.K. Rowling's Wizarding World): ...","Stead, Emily",www.abebooks.com/servlet/BookDetailsPL?bi=31372410952&cm_sp=collections-_-2zSDVYZ3FDkmz2REniOUoF_item_1_22-_-bdp
"The Haunted Fort (Hardy Boys, Book 44)",Franklin W. Dixon,www.abebooks.com/servlet/BookDetailsPL?bi=32041100783&cm_sp=collections-_-2zSDVYZ3FDkmz2REniOUoF_item_1_23-_-bdp
Moby Dick (The Great Classic for Children),Herman Melville,www.abebooks.com/servlet/BookDetailsPL?bi=31419466568&cm_sp=collections-_-2zSDVYZ3FDkmz2REniOUoF_item_1_24-_-bdp
Lewis Carroll's The Hunting of the Snark: The Annotated Snark,"Carroll, Lewis",www.abebooks.com/servlet/BookDetailsPL?bi=32326784403&cm_sp=collections-_-2zSDVYZ3FDkmz2REniOUoF_item_1_25-_-bdp
"All-Night Party (Fear Street, No. 43)","Stine, R.L.",www.abebooks.com/servlet/BookDetailsPL?bi=31993169393&cm_sp=collections-_-2zSDVYZ3FDkmz2REniOUoF_item_1_26-_-bdp
Dead and Gone,CHARLAINE HARRIS,www.abebooks.com/servlet/BookDetailsPL?bi=31811500251&cm_sp=collections-_-2zSDVYZ3FDkmz2REniOUoF_item_1_27-_-bdp
Acorna's World (The Acorna),Anne McCaffrey; Elizabeth Ann Scarborough,www.abebooks.com/servlet/BookDetailsPL?bi=31724992900&cm_sp=collections-_-2zSDVYZ3FDkmz2REniOUoF_item_1_28-_-bdp
The Beast of Noor,"Carey, Janet Lee",www.abebooks.com/servlet/BookDetailsPL?bi=31278825591&cm_sp=collections-_-2zSDVYZ3FDkmz2REniOUoF_item_1_29-_-bdp
The Adventures of Huckleberry Finn (Tor Classics),"Twain, Mark",www.abebooks.com/servlet/BookDetailsPL?bi=32109135042&cm_sp=collections-_-2zSDVYZ3FDkmz2REniOUoF_item_1_30-_-bdp
The Secret Garden,"Molleson, Diane; Thompson, Caroline; Burnett, Frances Hod...",www.abebooks.com/servlet/BookDetailsPL?bi=32373572888&cm_sp=collections-_-2zSDVYZ3FDkmz2REniOUoF_item_1_31-_-bdp
Stay Out of the Basement (Classic Goosebumps #22) (22),"Stine, R. L.",www.abebooks.com/servlet/BookDetailsPL?bi=32074672664&cm_sp=collections-_-2zSDVYZ3FDkmz2REniOUoF_item_1_32-_-bdp
Dead Ever After (Sookie Stackhouse/True Blood),"Harris, Charlaine",www.abebooks.com/servlet/BookDetailsPL?bi=31786505915&cm_sp=collections-_-2zSDVYZ3FDkmz2REniOUoF_item_1_33-_-bdp
Stay Out of the Basement (Classic Goosebumps #22) (22),"Stine, R. L.",www.abebooks.com/servlet/BookDetailsPL?bi=32138569550&cm_sp=collections-_-2zSDVYZ3FDkmz2REniOUoF_item_1_34-_-bdp
Little Colonel at Boarding School,"Johnston, Annie Fellows",www.abebooks.com/servlet/BookDetailsPL?bi=31428562950&cm_sp=collections-_-2zSDVYZ3FDkmz2REniOUoF_item_1_35-_-bdp
Zen and the Art of Faking It,"Sonnenblick, Jordan",www.abebooks.com/servlet/BookDetailsPL?bi=32138586988&cm_sp=collections-_-2zSDVYZ3FDkmz2REniOUoF_item_1_36-_-bdp
"Upstairs Room, The","Reiss, Johanna",www.abebooks.com/servlet/BookDetailsPL?bi=31571833251&cm_sp=collections-_-14VRIYkA2Jf271lv89QXVu_item_1_1-_-bdp
Little Crow,"Swain, Gwenyth",www.abebooks.com/servlet/BookDetailsPL?bi=31572044769&cm_sp=collections-_-14VRIYkA2Jf271lv89QXVu_item_1_2-_-bdp
Tweak: Growing Up On Methamphetamines,"Sheff, Nic",www.abebooks.com/servlet/BookDetailsPL?bi=31572047374&cm_sp=collections-_-14VRIYkA2Jf271lv89QXVu_item_1_3-_-bdp
The Girls' Book: How to Be the Best at Everything,"Foster, Juliana",www.abebooks.com/servlet/BookDetailsPL?bi=31572035662&cm_sp=collections-_-14VRIYkA2Jf271lv89QXVu_item_1_4-_-bdp
Greyfriars Bobby,"Atkinson, Eleanor",www.abebooks.com/servlet/BookDetailsPL?bi=31571829325&cm_sp=collections-_-14VRIYkA2Jf271lv89QXVu_item_1_5-_-bdp
What's Going on Down There?: Answers to Questions,"Gravelle, Karen",www.abebooks.com/servlet/BookDetailsPL?bi=31784582450&cm_sp=collections-_-14VRIYkA2Jf271lv89QXVu_item_1_6-_-bdp
Immigration Researching American History,"Deitch, Joanne Weisman",www.abebooks.com/servlet/BookDetailsPL?bi=31571920549&cm_sp=collections-_-14VRIYkA2Jf271lv89QXVu_item_1_7-_-bdp
Eclipse (Twilight),Stephenie Meyer,www.abebooks.com/servlet/BookDetailsPL?bi=32261219699&cm_sp=collections-_-13aw5YhyN4EXcoAKCtr44_item_1_1-_-bdp
Harry Potter and the Order of the Phoenix (Book 5),J. K. Rowling,www.abebooks.com/servlet/BookDetailsPL?bi=32324481909&cm_sp=collections-_-13aw5YhyN4EXcoAKCtr44_item_1_2-_-bdp
The Summer I Turned Pretty,Jenny Han,www.abebooks.com/servlet/BookDetailsPL?bi=32243035829&cm_sp=collections-_-13aw5YhyN4EXcoAKCtr44_item_1_3-_-bdp
We'll Always Have Summer (The Summer I Turned Pretty),Jenny Han,www.abebooks.com/servlet/BookDetailsPL?bi=32243027273&cm_sp=collections-_-13aw5YhyN4EXcoAKCtr44_item_1_4-_-bdp
The Perks of Being a Wallflower,Stephen Chbosky,www.abebooks.com/servlet/BookDetailsPL?bi=31469934770&cm_sp=collections-_-13aw5YhyN4EXcoAKCtr44_item_1_5-_-bdp
It's Not Summer Without You,Jenny Han,www.abebooks.com/servlet/BookDetailsPL?bi=32272234724&cm_sp=collections-_-13aw5YhyN4EXcoAKCtr44_item_1_6-_-bdp
Airborn,Kenneth Oppel,www.abebooks.com/servlet/BookDetailsPL?bi=30836001063&cm_sp=collections-_-13aw5YhyN4EXcoAKCtr44_item_1_7-_-bdp
"Breaking Dawn (The Twilight Saga, Book 4)",Stephenie Meyer,www.abebooks.com/servlet/BookDetailsPL?bi=32261223779&cm_sp=collections-_-13aw5YhyN4EXcoAKCtr44_item_1_8-_-bdp
The Fault in Our Stars,John Green,www.abebooks.com/servlet/BookDetailsPL?bi=32154949433&cm_sp=collections-_-13aw5YhyN4EXcoAKCtr44_item_1_9-_-bdp
Go Ask Alice,Anonymous,www.abebooks.com/servlet/BookDetailsPL?bi=32078417726&cm_sp=collections-_-13aw5YhyN4EXcoAKCtr44_item_1_10-_-bdp
I Am the Messenger,Markus Zusak,www.abebooks.com/servlet/BookDetailsPL?bi=32120564831&cm_sp=collections-_-13aw5YhyN4EXcoAKCtr44_item_1_11-_-bdp
City of Fallen Angels (4) (The Mortal Instruments),Cassandra Clare,www.abebooks.com/servlet/BookDetailsPL?bi=32400785370&cm_sp=collections-_-13aw5YhyN4EXcoAKCtr44_item_1_12-_-bdp
City of Heavenly Fire (The Mortal Instruments),Cassandra Clare,www.abebooks.com/servlet/BookDetailsPL?bi=32243040439&cm_sp=collections-_-13aw5YhyN4EXcoAKCtr44_item_1_13-_-bdp
City of Glass (The Mortal Instruments) Book Three,Cassandra Clare,www.abebooks.com/servlet/BookDetailsPL?bi=31141179782&cm_sp=collections-_-13aw5YhyN4EXcoAKCtr44_item_1_14-_-bdp
City of Glass (The Mortal Instruments) Book Three,Cassandra Clare,www.abebooks.com/servlet/BookDetailsPL?bi=31179997642&cm_sp=collections-_-13aw5YhyN4EXcoAKCtr44_item_1_15-_-bdp
City of Lost Souls (The Mortal Instruments),Cassandra Clare,www.abebooks.com/servlet/BookDetailsPL?bi=31308701187&cm_sp=collections-_-13aw5YhyN4EXcoAKCtr44_item_1_16-_-bdp
Clockwork Princess (3) (The Infernal Devices),Cassandra Clare,www.abebooks.com/servlet/BookDetailsPL?bi=31309776462&cm_sp=collections-_-13aw5YhyN4EXcoAKCtr44_item_1_17-_-bdp
"Marked (House of Night, Book 1)","P. C. Cast, Kristin Cast",www.abebooks.com/servlet/BookDetailsPL?bi=32321478269&cm_sp=collections-_-13aw5YhyN4EXcoAKCtr44_item_1_18-_-bdp
"Untamed (House of Night, Book 4)",P. C. Cast,www.abebooks.com/servlet/BookDetailsPL?bi=31517066840&cm_sp=collections-_-13aw5YhyN4EXcoAKCtr44_item_1_19-_-bdp
The Siege of Macindaw: Book Six (Ranger's Apprentice),John Flanagan,www.abebooks.com/servlet/BookDetailsPL?bi=31460610215&cm_sp=collections-_-13aw5YhyN4EXcoAKCtr44_item_1_20-_-bdp
Tilt,Ellen Hopkins,www.abebooks.com/servlet/BookDetailsPL?bi=31282963489&cm_sp=collections-_-13aw5YhyN4EXcoAKCtr44_item_1_21-_-bdp
"Independent Study: The Testing, Book 2",Joelle Charbonneau,www.abebooks.com/servlet/BookDetailsPL?bi=31109886579&cm_sp=collections-_-13aw5YhyN4EXcoAKCtr44_item_1_22-_-bdp
If There Be Thorns / Seeds of Yesterday (Dollanganger),V.C. Andrews,www.abebooks.com/servlet/BookDetailsPL?bi=31901389442&cm_sp=collections-_-13aw5YhyN4EXcoAKCtr44_item_1_23-_-bdp
Garden of Shadows (Dollanganger),V.C. Andrews,www.abebooks.com/servlet/BookDetailsPL?bi=31901388459&cm_sp=collections-_-13aw5YhyN4EXcoAKCtr44_item_1_24-_-bdp
Hunger,Michael Grant,www.abebooks.com/servlet/BookDetailsPL?bi=32315054969&cm_sp=collections-_-13aw5YhyN4EXcoAKCtr44_item_1_25-_-bdp
"Clockwork Angel (Infernal Devices, Book 1) (The Infernal Devices)",Cassandra Clare,www.abebooks.com/servlet/BookDetailsPL?bi=31141452616&cm_sp=collections-_-13aw5YhyN4EXcoAKCtr44_item_1_26-_-bdp
Seventeenth Summer,Maureen Daly,www.abebooks.com/servlet/BookDetailsPL?bi=32241106311&cm_sp=collections-_-13aw5YhyN4EXcoAKCtr44_item_1_27-_-bdp
"Revelations (Blue Bloods, Book 3)",Melissa de la Cruz,www.abebooks.com/servlet/BookDetailsPL?bi=31180004965&cm_sp=collections-_-13aw5YhyN4EXcoAKCtr44_item_1_28-_-bdp
Trouble,Gary D. Schmidt,www.abebooks.com/servlet/BookDetailsPL?bi=31255580295&cm_sp=collections-_-13aw5YhyN4EXcoAKCtr44_item_1_29-_-bdp
Away Laughing on a Fast Camel: Even More Confessions of Georgia Nicolson,Louise Rennison,www.abebooks.com/servlet/BookDetailsPL?bi=31810151100&cm_sp=collections-_-13aw5YhyN4EXcoAKCtr44_item_1_30-_-bdp
Notorious: An It Girl Novel,Cecily von Ziegesar,www.abebooks.com/servlet/BookDetailsPL?bi=30867215632&cm_sp=collections-_-13aw5YhyN4EXcoAKCtr44_item_1_31-_-bdp
Everlasting (Kissed by an Angel),Elizabeth Chandler,www.abebooks.com/servlet/BookDetailsPL?bi=31584642371&cm_sp=collections-_-13aw5YhyN4EXcoAKCtr44_item_1_32-_-bdp
What My Mother Doesn't Know (Simon Pulse),Sonya Sones,www.abebooks.com/servlet/BookDetailsPL?bi=32075364958&cm_sp=collections-_-13aw5YhyN4EXcoAKCtr44_item_1_33-_-bdp
The Chocolate War,Robert Cormier,www.abebooks.com/servlet/BookDetailsPL?bi=31955624394&cm_sp=collections-_-13aw5YhyN4EXcoAKCtr44_item_1_34-_-bdp
Raised by Wolves,Jennifer Lynn Barnes,www.abebooks.com/servlet/BookDetailsPL?bi=32241093847&cm_sp=collections-_-13aw5YhyN4EXcoAKCtr44_item_1_35-_-bdp
The Rose Society (The Young Elites),Marie Lu,www.abebooks.com/servlet/BookDetailsPL?bi=31308663457&cm_sp=collections-_-13aw5YhyN4EXcoAKCtr44_item_1_36-_-bdp
The Grey King (4) (The Dark Is Rising Sequence),Susan Cooper,www.abebooks.com/servlet/BookDetailsPL?bi=31769029486&cm_sp=collections-_-13aw5YhyN4EXcoAKCtr44_item_1_37-_-bdp
The Truth About Alice: A Novel,Jennifer Mathieu,www.abebooks.com/servlet/BookDetailsPL?bi=31280619761&cm_sp=collections-_-13aw5YhyN4EXcoAKCtr44_item_1_38-_-bdp
Homefront,Doris Gwaltney,www.abebooks.com/servlet/BookDetailsPL?bi=22682501994&cm_sp=collections-_-13aw5YhyN4EXcoAKCtr44_item_1_39-_-bdp
Greenwitch (3) (The Dark Is Rising Sequence),Susan Cooper,www.abebooks.com/servlet/BookDetailsPL?bi=31769026553&cm_sp=collections-_-13aw5YhyN4EXcoAKCtr44_item_1_40-_-bdp
Evercrossed (Kissed by an Angel),Elizabeth Chandler,www.abebooks.com/servlet/BookDetailsPL?bi=31584635716&cm_sp=collections-_-13aw5YhyN4EXcoAKCtr44_item_1_41-_-bdp
The A-List: A Novel,Zoey Dean,www.abebooks.com/servlet/BookDetailsPL?bi=22652134904&cm_sp=collections-_-13aw5YhyN4EXcoAKCtr44_item_1_42-_-bdp
The Miseducation of Cameron Post,Emily M. Danforth,www.abebooks.com/servlet/BookDetailsPL?bi=31989260294&cm_sp=collections-_-13aw5YhyN4EXcoAKCtr44_item_1_43-_-bdp
Sarah's Ground,Ann Rinaldi,www.abebooks.com/servlet/BookDetailsPL?bi=30646122911&cm_sp=collections-_-13aw5YhyN4EXcoAKCtr44_item_1_44-_-bdp
Resurrection (Wicked),"Nancy Holder, Debbie ViguiÃ",www.abebooks.com/servlet/BookDetailsPL?bi=32400246301&cm_sp=collections-_-13aw5YhyN4EXcoAKCtr44_item_1_45-_-bdp
"The Dragon's Eye: The Dragonology Chronicles, Volume One (Ologies)",Dugald A. Steer,www.abebooks.com/servlet/BookDetailsPL?bi=32398823305&cm_sp=collections-_-13aw5YhyN4EXcoAKCtr44_item_1_46-_-bdp
Harry Potter And The Order Of The Phoenix,J. K. Rowling,www.abebooks.com/servlet/BookDetailsPL?bi=32298271307&cm_sp=collections-_-19WqEQeFHlIkv9qHVW0N6j_item_1_1-_-bdp
Harry Potter and the Philosopher's Stone,J. K. Rowling,www.abebooks.com/servlet/BookDetailsPL?bi=31935191194&cm_sp=collections-_-19WqEQeFHlIkv9qHVW0N6j_item_1_2-_-bdp
The Vampire Diaries The Hunters Volume 1 Phantom,"Smith, L J",www.abebooks.com/servlet/BookDetailsPL?bi=31635901839&cm_sp=collections-_-19WqEQeFHlIkv9qHVW0N6j_item_1_3-_-bdp
Harry Potter and the Prisoner of Azkaban,J. K. Rowling,www.abebooks.com/servlet/BookDetailsPL?bi=32298275292&cm_sp=collections-_-19WqEQeFHlIkv9qHVW0N6j_item_1_4-_-bdp
Harry Potter and the Chamber of Secrets,"Rowling, J. K.",www.abebooks.com/servlet/BookDetailsPL?bi=31935183640&cm_sp=collections-_-19WqEQeFHlIkv9qHVW0N6j_item_1_5-_-bdp
Harry Potter and the Prisoner of Azkaban (Book 3),"Rowling, J. K.",www.abebooks.com/servlet/BookDetailsPL?bi=31517764718&cm_sp=collections-_-19WqEQeFHlIkv9qHVW0N6j_item_1_6-_-bdp
The Vampire Diaries The Return: Midnight Volume 3,"Smith, L J",www.abebooks.com/servlet/BookDetailsPL?bi=31643797483&cm_sp=collections-_-19WqEQeFHlIkv9qHVW0N6j_item_1_7-_-bdp
"Clue of the Broken Blade, The","Dixon, Franklin W.",www.abebooks.com/servlet/BookDetailsPL?bi=31724155219&cm_sp=collections-_-1C4fHTAIyFlwfKWsCMytvP_item_1_1-_-bdp
"Flickering Torch Mystery, The","Dixon, Franklin W.",www.abebooks.com/servlet/BookDetailsPL?bi=31724153216&cm_sp=collections-_-1C4fHTAIyFlwfKWsCMytvP_item_1_2-_-bdp
"Shore Road Mystery, The","Dixon, Franklin W.",www.abebooks.com/servlet/BookDetailsPL?bi=31724140773&cm_sp=collections-_-1C4fHTAIyFlwfKWsCMytvP_item_1_3-_-bdp
"Missing Chums, The","Dixon, Franklin W.",www.abebooks.com/servlet/BookDetailsPL?bi=31572038786&cm_sp=collections-_-1C4fHTAIyFlwfKWsCMytvP_item_1_4-_-bdp
"Tower Treasure, The","Dixon, Franklin W.",www.abebooks.com/servlet/BookDetailsPL?bi=31725517290&cm_sp=collections-_-1C4fHTAIyFlwfKWsCMytvP_item_1_5-_-bdp
"Secret Of The Old Mill, The","Dixon, Franklin W.",www.abebooks.com/servlet/BookDetailsPL?bi=31725508655&cm_sp=collections-_-1C4fHTAIyFlwfKWsCMytvP_item_1_6-_-bdp
"Disappearing Floor, The","Dixon, Franklin W.",www.abebooks.com/servlet/BookDetailsPL?bi=31724153215&cm_sp=collections-_-1C4fHTAIyFlwfKWsCMytvP_item_1_7-_-bdp
Hunting for Hidden Gold,"Dixon, Franklin W.",www.abebooks.com/servlet/BookDetailsPL?bi=31724157135&cm_sp=collections-_-1C4fHTAIyFlwfKWsCMytvP_item_1_8-_-bdp
"Great Airport Mystery, The","Dixon, Franklin W.",www.abebooks.com/servlet/BookDetailsPL?bi=31725521104&cm_sp=collections-_-1C4fHTAIyFlwfKWsCMytvP_item_1_9-_-bdp
Mystery of the Flying Express,"Dixon, Franklin W.",www.abebooks.com/servlet/BookDetailsPL?bi=31724148520&cm_sp=collections-_-1C4fHTAIyFlwfKWsCMytvP_item_1_10-_-bdp
"Mystery Of Cabin Island, The","Dixon, Franklin W.",www.abebooks.com/servlet/BookDetailsPL?bi=31725511464&cm_sp=collections-_-1C4fHTAIyFlwfKWsCMytvP_item_1_11-_-bdp
"Arctic Patrol Mystery , The","Dixon, Franklin W.",www.abebooks.com/servlet/BookDetailsPL?bi=31572087197&cm_sp=collections-_-1C4fHTAIyFlwfKWsCMytvP_item_1_12-_-bdp
Danger on Vampire Trail,"Dixon, Franklin W.",www.abebooks.com/servlet/BookDetailsPL?bi=31572041898&cm_sp=collections-_-1C4fHTAIyFlwfKWsCMytvP_item_1_13-_-bdp
"Firebird Rocket , The","Dixon, Franklin W.",www.abebooks.com/servlet/BookDetailsPL?bi=31571901853&cm_sp=collections-_-1C4fHTAIyFlwfKWsCMytvP_item_1_14-_-bdp
"Hidden Harbor Mystery, The","Dixon, Franklin W.",www.abebooks.com/servlet/BookDetailsPL?bi=31724153214&cm_sp=collections-_-1C4fHTAIyFlwfKWsCMytvP_item_1_15-_-bdp
Danger on Vamipre Trail,"Dixon, Franklin W.",www.abebooks.com/servlet/BookDetailsPL?bi=31572049904&cm_sp=collections-_-1C4fHTAIyFlwfKWsCMytvP_item_1_16-_-bdp
"Arctic Patrol Mystery , The","Dixon, Franklin W.",www.abebooks.com/servlet/BookDetailsPL?bi=31572042785&cm_sp=collections-_-1C4fHTAIyFlwfKWsCMytvP_item_1_17-_-bdp
"Twisted Claw, The","Dixon, Franklin W.",www.abebooks.com/servlet/BookDetailsPL?bi=31724155218&cm_sp=collections-_-1C4fHTAIyFlwfKWsCMytvP_item_1_18-_-bdp
"Secret Agent on Flight 101, The","Dixon, Franklin W.",www.abebooks.com/servlet/BookDetailsPL?bi=31572085297&cm_sp=collections-_-1C4fHTAIyFlwfKWsCMytvP_item_1_19-_-bdp
"Melted Coins, The","Dixon, Franklin W.",www.abebooks.com/servlet/BookDetailsPL?bi=31724147550&cm_sp=collections-_-1C4fHTAIyFlwfKWsCMytvP_item_1_20-_-bdp
"Bombay Boomerang, The","Dixon, Franklin W.",www.abebooks.com/servlet/BookDetailsPL?bi=31572086281&cm_sp=collections-_-1C4fHTAIyFlwfKWsCMytvP_item_1_21-_-bdp
Danger on Vamipre Trail,"Dixon, Franklin W.",www.abebooks.com/servlet/BookDetailsPL?bi=31572081842&cm_sp=collections-_-1C4fHTAIyFlwfKWsCMytvP_item_1_22-_-bdp
"Mysterious Caravan, The","Dixon, Franklin W.",www.abebooks.com/servlet/BookDetailsPL?bi=31572045484&cm_sp=collections-_-1C4fHTAIyFlwfKWsCMytvP_item_1_23-_-bdp
"Mysterious Caravan, The","Dixon, Franklin W.",www.abebooks.com/servlet/BookDetailsPL?bi=31571894760&cm_sp=collections-_-1C4fHTAIyFlwfKWsCMytvP_item_1_24-_-bdp
"Witchmaster's Key , The","Dixon, Franklin W.",www.abebooks.com/servlet/BookDetailsPL?bi=31571897604&cm_sp=collections-_-1C4fHTAIyFlwfKWsCMytvP_item_1_25-_-bdp
"Sting of the Scorpion, The","Dixon, Franklin W.",www.abebooks.com/servlet/BookDetailsPL?bi=31572040851&cm_sp=collections-_-1C4fHTAIyFlwfKWsCMytvP_item_1_26-_-bdp
Mystery of the Whale Tattoo,"Dixon, Franklin W.",www.abebooks.com/servlet/BookDetailsPL?bi=31572054494&cm_sp=collections-_-1C4fHTAIyFlwfKWsCMytvP_item_1_27-_-bdp
"Harper's Quine, The","McIntosh, Pat",www.abebooks.com/servlet/BookDetailsPL?bi=32309135287&cm_sp=collections-_-1C4fHTAIyFlwfKWsCMytvP_item_1_28-_-bdp
"The Magical Worlds of Harry Potter: A Treasury of Myths, Legends, and Fascinating Facts",David Colbert,www.abebooks.com/servlet/BookDetailsPL?bi=32339972692&cm_sp=collections-_-16MItmnklz44dBw5mqrk5d_item_1_1-_-bdp
The Slow Regard of Silent Things,Patrick Rothfuss,www.abebooks.com/servlet/BookDetailsPL?bi=31803660246&cm_sp=collections-_-16MItmnklz44dBw5mqrk5d_item_1_2-_-bdp
Turtles All the Way Down,John Green,www.abebooks.com/servlet/BookDetailsPL?bi=31883695253&cm_sp=collections-_-16MItmnklz44dBw5mqrk5d_item_1_3-_-bdp
The Unwanteds,Lisa McMann,www.abebooks.com/servlet/BookDetailsPL?bi=31708688142&cm_sp=collections-_-16MItmnklz44dBw5mqrk5d_item_1_4-_-bdp
The Conference of the Birds Miss Peregrine's Peculiar Children,Ransom Riggs,www.abebooks.com/servlet/BookDetailsPL?bi=31767665347&cm_sp=collections-_-16MItmnklz44dBw5mqrk5d_item_1_5-_-bdp
Muse of Nightmares,Laini Taylor,www.abebooks.com/servlet/BookDetailsPL?bi=31665379585&cm_sp=collections-_-16MItmnklz44dBw5mqrk5d_item_1_6-_-bdp
When the Night Bells Ring,Jo Kaplan,www.abebooks.com/servlet/BookDetailsPL?bi=31932491816&cm_sp=collections-_-16MItmnklz44dBw5mqrk5d_item_1_7-_-bdp
Stranger Skies (The Drowned Gods Trilogy),Pascale Lacelle,www.abebooks.com/servlet/BookDetailsPL?bi=32261311669&cm_sp=collections-_-16MItmnklz44dBw5mqrk5d_item_1_8-_-bdp
City of Storms Book 1 of 4 in the Nighthawk Series,Kat Ross,www.abebooks.com/servlet/BookDetailsPL?bi=31614138465&cm_sp=collections-_-16MItmnklz44dBw5mqrk5d_item_1_9-_-bdp
Running With Lions,Julian Winters,www.abebooks.com/servlet/BookDetailsPL?bi=31694417583&cm_sp=collections-_-16MItmnklz44dBw5mqrk5d_item_1_10-_-bdp
Elysium Girls,Kate Pentecost,www.abebooks.com/servlet/BookDetailsPL?bi=31626346180&cm_sp=collections-_-16MItmnklz44dBw5mqrk5d_item_1_11-_-bdp
The Hexologists,Josiah Bancroft,www.abebooks.com/servlet/BookDetailsPL?bi=31932529923&cm_sp=collections-_-16MItmnklz44dBw5mqrk5d_item_1_12-_-bdp
I Hope You're Listening,Tom Ryan,www.abebooks.com/servlet/BookDetailsPL?bi=31599822197&cm_sp=collections-_-16MItmnklz44dBw5mqrk5d_item_1_13-_-bdp
"Blade of Secrets (Bladesmith, 1)",Tricia Levenseller,www.abebooks.com/servlet/BookDetailsPL?bi=32069056354&cm_sp=collections-_-16MItmnklz44dBw5mqrk5d_item_1_14-_-bdp
Hotel Magnifique,Emily J. Taylor,www.abebooks.com/servlet/BookDetailsPL?bi=32134685367&cm_sp=collections-_-16MItmnklz44dBw5mqrk5d_item_1_15-_-bdp
The Floating World,Axie Oh,www.abebooks.com/servlet/BookDetailsPL?bi=32408227657&cm_sp=collections-_-16MItmnklz44dBw5mqrk5d_item_1_16-_-bdp
Ace of Shades,Amanda Foody,www.abebooks.com/servlet/BookDetailsPL?bi=32104937189&cm_sp=collections-_-16MItmnklz44dBw5mqrk5d_item_1_17-_-bdp
"Relentless (The Hero Agenda, 2)","Tera Lynn Childs, Tracy Deebs",www.abebooks.com/servlet/BookDetailsPL?bi=32354469079&cm_sp=collections-_-16MItmnklz44dBw5mqrk5d_item_1_18-_-bdp
Hood,Jenny Elder Moke,www.abebooks.com/servlet/BookDetailsPL?bi=32104934509&cm_sp=collections-_-16MItmnklz44dBw5mqrk5d_item_1_19-_-bdp
Tashi: The Book of Giant Adventures,"Anna Fienberg, Barbara Fienberg",www.abebooks.com/servlet/BookDetailsPL?bi=31540311064&cm_sp=collections-_-16MItmnklz44dBw5mqrk5d_item_1_20-_-bdp
The Library of Broken Worlds,Alaya Dawn Johnson,www.abebooks.com/servlet/BookDetailsPL?bi=32032778124&cm_sp=collections-_-16MItmnklz44dBw5mqrk5d_item_1_21-_-bdp
Seven Deadly Shadows,"Courtney Alameda, Valynne E. Maetani",www.abebooks.com/servlet/BookDetailsPL?bi=32013173865&cm_sp=collections-_-16MItmnklz44dBw5mqrk5d_item_1_22-_-bdp
Compass and Blade,Rachel Greenlaw,www.abebooks.com/servlet/BookDetailsPL?bi=31820905689&cm_sp=collections-_-16MItmnklz44dBw5mqrk5d_item_1_23-_-bdp
These Deadly Prophecies,Andrea Tang,www.abebooks.com/servlet/BookDetailsPL?bi=31803661151&cm_sp=collections-_-16MItmnklz44dBw5mqrk5d_item_1_24-_-bdp
Mysteries of the Ancient Pyramids (3) (Ancient Mysteries),Linda Sohner,www.abebooks.com/servlet/BookDetailsPL?bi=31759398222&cm_sp=collections-_-16MItmnklz44dBw5mqrk5d_item_1_25-_-bdp
